term	warmth	competence	sociability	trust
buy off	-0.800	-0.194	-0.429	-0.800
buy out	-0.286	-0.242	-0.286	-0.030
buyer beware	-0.619	-0.104	-0.619	-0.424
buying power	0.333	0.400	0.111	0.333
buzz cut	-0.238	-0.206	-0.238	-0.030
buzz off	-0.750	-0.178	-0.750	-0.636
by accident	0.167	-0.482	0.167	0.037
by choice	0.292	0.156	0.292	0.200
by heart	0.889	0.034	0.889	0.222
by herself	-0.429	-0.172	-0.429	0.167
by mistake	0.167	-0.690	0.167	0.037
by myself	-0.708	-0.104	-0.708	0.222
by nature	0.417	0.250	0.417	0.267
bye week	0.056	-0.434	0.056	0.000
cabin fever	-0.458	-0.358	-0.458	-0.091
cabinet minister	0.667	0.616	-0.048	0.667
cage match	-0.611	0.276	-0.611	-0.600
cake walk	0.500	-0.108	0.500	0.212
call off	-0.292	-0.258	-0.292	-0.121
call out	-0.429	-0.218	-0.429	-0.067
calm down	0.500	-0.392	0.500	0.407
can it	0.037	-0.392	0.037	0.000
can not	-0.500	-0.300	-0.500	0.028
can't help	0.944	-0.406	0.944	0.067
can't seem	-0.250	-0.406	-0.250	-0.152
can't stand	-0.762	-0.500	-0.762	-0.667
cancel out	-0.259	-0.434	-0.259	0.000
candy bar	0.714	0.038	0.714	0.000
candy cane	0.952	-0.138	0.952	0.091
candy canes	0.833	0.000	0.833	0.000
candy crush	1.000	0.000	1.000	0.028
candy shop	0.905	0.130	0.905	0.100
candy store	0.958	-0.086	0.958	0.121
cap off	0.000	-0.134	0.000	0.000
capable of	0.583	0.178	0.583	0.182
capital city	0.292	0.000	0.292	0.148
capital gain	-0.292	0.312	-0.292	0.200
capital gains	-0.571	0.766	-0.571	0.250
capital punishment	-1.000	0.282	-1.000	-0.200
capitalize on	-0.292	0.482	-0.292	-0.167
capped off	0.061	-0.428	0.000	0.061
caps lock	-0.542	0.186	-0.542	0.061
car accident	-0.625	-0.448	-0.625	-0.133
car crash	-0.722	-0.034	-0.722	-0.121
car rental	0.273	-0.064	-0.250	0.273
car traffic	0.000	-0.214	0.000	0.000
caramel apple	0.778	0.344	0.778	0.125
carbon dioxide	-0.381	-0.468	-0.381	0.000
carbon emissions	-0.792	0.200	-0.792	-0.152
carbon monoxide	-0.958	-0.162	-0.958	-0.095
card game	0.815	0.072	0.815	0.000
cardiac arrest	-0.857	-0.072	-0.857	0.000
care about	1.000	0.116	1.000	0.700
care for	0.917	-0.242	0.917	0.625
care package	1.000	0.064	1.000	0.611
care to	0.875	-0.036	0.875	0.533
cargo pants	0.139	0.038	0.000	0.139
carpal tunnel	-0.259	0.062	-0.259	0.067
carried away	0.417	-0.068	0.417	0.033
carrier pigeon	0.375	0.130	0.375	0.212
carrot cake	0.792	-0.296	0.792	0.030
carry on	0.524	0.138	0.524	0.231
carrying out	0.556	0.068	0.074	0.556
case law	0.567	0.500	0.000	0.567
cash back	0.515	0.206	0.476	0.515
cash in	-0.444	0.130	-0.417	-0.444
cash money	0.205	0.500	-0.167	0.205
cash out	-0.238	-0.034	-0.238	-0.212
cast away	-0.667	-0.036	-0.667	-0.303
cast off	-0.619	-0.366	-0.619	-0.194
cast out	-0.792	-0.580	-0.792	-0.515
caste system	-0.792	0.000	-0.792	-0.767
cat food	0.095	-0.072	0.095	0.030
cat litter	-0.625	-0.234	-0.625	0.033
catch fire	-0.037	-0.242	0.000	-0.037
catholic church	0.576	0.312	0.444	0.576
caught dead	-0.542	-0.300	-0.542	-0.233
caught up	0.278	-0.178	0.278	0.000
cautionary tale	0.133	0.000	-0.095	0.133
cave in	-0.600	-0.206	-0.125	-0.600
cease fire	0.667	0.000	0.000	0.667
center stage	0.933	0.200	0.933	0.182
central time	0.067	0.066	0.000	0.067
cerebral palsy	0.286	-0.104	0.286	0.067
certain of	0.636	0.142	0.042	0.636
certainly not	-0.375	-0.286	-0.375	-0.167
cha cha	0.593	-0.352	0.593	0.139
chamomile tea	0.926	0.000	0.926	0.303
chances are	0.238	-0.124	0.238	0.030
change about	0.185	-0.134	0.185	0.056
change back	0.407	-0.206	0.000	0.407
change management	0.600	0.512	0.333	0.600
character actor	0.583	0.334	0.500	0.583
character assassination	-0.952	-0.032	-0.952	-0.926
charm bracelet	0.800	0.214	0.800	0.152
chase down	-0.292	0.068	-0.292	-0.033
cheap shot	-0.750	-0.322	-0.750	-0.694
cheat on	-1.000	-0.186	-1.000	-0.970
check back	0.455	-0.138	0.167	0.455
check by	0.273	-0.034	0.000	0.273
check for	0.238	-0.032	0.222	0.238
check into	0.238	0.062	0.238	0.111
check out	0.111	-0.064	0.048	0.111
cheer on	0.963	0.426	0.963	0.667
cheer up	1.000	0.194	1.000	0.242
cheese fries	0.444	-0.134	0.444	0.121
cheese grater	-0.333	-0.214	-0.333	0.000
cheese pizza	0.778	0.234	0.778	0.139
chemical peel	-0.519	-0.116	-0.519	-0.030
cherry bomb	-0.389	-0.124	-0.389	-0.333
cherry pie	0.917	0.108	0.917	0.111
chess game	0.208	0.334	0.208	0.100
chest pain	-0.370	-0.334	-0.370	0.042
chewing gum	0.033	-0.138	0.000	0.033
chicken pox	-0.091	-0.246	0.000	-0.091
chicken salad	0.917	0.070	0.917	0.167
chicken sandwich	0.500	-0.108	0.500	0.100
chicken strips	0.714	0.000	0.714	0.037
chief justice	0.848	0.800	0.190	0.848
child abuse	-1.000	-0.434	-1.000	-1.000
child care	0.917	-0.142	0.917	0.727
child labour	-1.000	-0.322	-0.917	-1.000
child molester	-1.000	0.104	-1.000	-1.000
child pornography	-1.000	-0.300	-1.000	-1.000
child support	0.917	-0.166	0.917	0.639
child's play	0.958	-0.034	0.958	0.074
childhood friend	1.000	0.434	1.000	0.861
chili powder	0.286	-0.194	0.286	0.061
chili sauce	0.167	-0.186	0.167	0.000
chin up	0.917	-0.034	0.917	0.636
chip away	-0.389	0.148	-0.389	-0.042
chip in	0.708	-0.240	0.708	0.567
chip off	0.000	-0.354	0.000	0.000
chocolate bar	0.778	-0.032	0.778	0.182
chocolate cake	0.600	0.094	0.600	0.182
chocolate chip	0.905	0.300	0.905	0.200
chocolate milk	1.000	-0.034	1.000	0.167
choke hold	-1.000	-0.142	-1.000	-0.633
choked up	0.762	-0.282	0.762	-0.033
choo choo	0.926	-0.112	0.926	0.028
chop chop	-0.125	-0.266	-0.125	0.000
chop off	-0.727	-0.334	-0.583	-0.727
chopped liver	-0.571	-0.270	-0.571	0.000
chopping block	-0.583	-0.036	-0.583	-0.533
christian church	0.879	0.286	0.833	0.879
christmas carol	1.000	0.188	1.000	0.815
christmas gift	1.000	0.250	1.000	0.485
christmas present	1.000	0.226	1.000	0.639
christmas tree	0.963	0.200	0.963	0.000
chump change	-0.212	0.000	-0.190	-0.212
church service	0.806	0.266	0.714	0.806
churn out	-0.417	-0.068	-0.417	-0.111
cinnamon toast	0.810	0.066	0.810	0.000
circuit breaker	0.407	0.226	-0.074	0.407
city hall	0.485	0.142	0.095	0.485
city planning	0.667	0.428	0.458	0.667
civil disobedience	0.233	-0.230	-0.133	0.233
civil service	0.792	0.370	0.619	0.792
civil suit	-0.625	0.100	-0.625	0.030
civil war	-0.576	0.548	-0.542	-0.576
class act	0.917	0.282	0.917	0.833
class action	0.500	0.186	0.500	0.167
class struggle	-0.593	-0.116	-0.593	0.100
class war	-0.778	-0.124	-0.778	-0.556
class warfare	-0.750	0.234	-0.750	-0.667
classic example	0.611	0.178	0.417	0.611
classic rock	0.375	0.328	0.375	0.074
classical music	0.515	0.262	0.222	0.515
clean air	0.611	-0.038	0.611	0.048
clean clothes	0.606	-0.034	0.278	0.606
clean energy	0.633	0.276	0.593	0.633
clean house	0.733	-0.148	0.467	0.733
clean out	-0.238	-0.334	-0.238	0.212
clean room	0.567	0.104	0.286	0.567
clean slate	0.917	-0.064	0.917	0.697
clean sweep	0.667	-0.036	0.417	0.667
clean water	0.952	0.172	0.952	0.909
clear message	0.833	0.094	0.259	0.833
clear out	-0.143	-0.276	-0.143	-0.121
clear picture	0.833	0.034	0.625	0.833
clear view	0.444	0.074	0.444	-0.042
click bait	-0.733	-0.134	-0.714	-0.733
climate change	0.714	0.258	0.714	0.111
climb up	0.417	0.200	0.417	0.056
cling to	0.278	-0.038	0.278	0.083
clinical trial	0.806	-0.104	-0.042	0.806
clock in	0.152	-0.032	0.143	0.152
clog up	-0.476	-0.172	-0.476	-0.364
close call	0.139	-0.334	0.111	0.139
close down	-0.708	-0.448	-0.708	-0.152
close friend	1.000	0.124	1.000	0.944
close off	-0.667	-0.288	-0.667	-0.367
close relationship	1.000	0.290	1.000	0.867
close up	0.556	-0.104	0.556	0.152
closed door	-0.619	-0.206	-0.619	-0.273
closed in	-0.625	-0.646	-0.625	-0.056
closing time	0.524	-0.112	0.524	0.030
clothing store	0.556	0.206	0.556	0.000
cloud nine	0.917	-0.344	0.917	0.091
coal mine	-0.630	0.138	-0.630	0.083
coca cola	0.875	0.066	0.875	0.278
cocktail party	0.926	0.310	0.926	0.061
cocoa butter	1.000	-0.062	1.000	0.028
coconut milk	0.619	-0.142	0.619	0.056
coconut water	0.481	-0.108	0.481	0.067
code red	-0.481	0.000	-0.481	-0.077
coffee break	0.958	0.034	0.958	0.139
coffee cake	0.926	0.032	0.926	0.067
coffee cup	0.625	-0.040	0.625	0.200
coffee maker	0.667	0.162	0.667	0.121
coffee mug	0.917	0.276	0.917	0.000
coffee shop	1.000	0.218	1.000	0.121
coffee table	0.619	0.104	0.619	0.067
cold blood	-1.000	-0.072	-1.000	-0.778
cold call	-0.625	-0.242	-0.625	-0.600
cold feet	-0.458	-0.434	-0.458	-0.182
cold front	-0.917	-0.066	-0.917	-0.033
cold shoulder	-0.958	-0.104	-0.958	-0.455
cold snap	-0.810	-0.346	-0.810	-0.033
cold sweat	-0.667	-0.334	-0.667	-0.333
cold turkey	-0.630	-0.242	-0.630	0.000
cold war	-0.875	0.000	-0.875	-0.333
cold winter	-0.750	-0.236	-0.750	0.139
collaborate with	0.952	0.162	0.952	0.758
collateral damage	-0.727	-0.258	-0.714	-0.727
collecting dust	-0.630	-0.290	-0.630	0.074
college degree	0.433	0.276	0.333	0.433
college student	0.467	0.206	0.467	0.367
colon cancer	-0.722	-0.410	-0.722	-0.037
color scheme	0.143	-0.036	0.143	0.061
coloring book	0.524	0.000	0.524	0.000
come alive	0.958	0.334	0.958	0.233
come clean	0.833	-0.200	0.833	0.778
come down	0.167	-0.222	0.167	-0.028
come forward	0.792	0.322	0.792	0.639
come from	0.267	0.066	0.267	0.000
come naturally	0.727	0.158	0.625	0.727
come off	0.238	-0.440	0.238	0.000
come together	0.958	0.242	0.958	0.222
come true	0.708	0.094	0.708	0.630
come under	-0.048	-0.134	-0.048	0.000
comfort food	0.875	0.260	0.875	0.194
comfort zone	0.810	0.038	0.810	0.422
comic book	0.476	0.100	0.476	0.083
comic relief	0.952	-0.322	0.952	0.111
coming together	1.000	0.592	1.000	0.727
command line	-0.556	0.258	-0.556	0.091
commercial break	0.030	0.032	0.000	0.030
commit suicide	-1.000	-0.620	-1.000	-0.633
common cold	0.033	-0.138	0.000	0.033
common courtesy	0.958	0.074	0.958	0.750
common denominator	0.367	0.032	0.083	0.367
common good	0.944	0.424	0.871	0.944
common ground	1.000	0.250	1.000	0.694
common knowledge	0.697	0.442	0.389	0.697
common misconception	-0.250	-0.134	0.042	-0.250
common sense	0.741	0.172	0.741	0.727
common stock	0.361	0.116	0.083	0.361
communicable disease	-0.778	-0.286	-0.778	-0.167
community care	1.000	0.036	1.000	0.639
community center	0.952	0.300	0.952	0.667
community service	0.917	0.538	0.917	0.833
company name	0.167	0.134	0.167	0.067
complete with	0.524	0.076	0.524	0.083
compliment on	1.000	-0.096	1.000	0.545
compound interest	0.381	0.114	-0.083	0.381
computer screen	-0.583	0.026	-0.583	0.111
computer system	-0.625	0.466	-0.625	0.485
con artist	-1.000	0.172	-0.917	-1.000
con man	-1.000	0.072	-0.917	-1.000
conceive of	0.000	0.182	0.000	0.000
concentration camp	-1.000	0.064	-1.000	-0.944
concrete jungle	-0.625	0.156	-0.625	0.000
condensed milk	0.083	0.038	0.083	0.083
confederate flag	-0.810	0.242	-0.810	-0.767
conference room	0.375	0.414	0.375	0.037
confidence level	0.667	0.592	0.333	0.667
conform to	0.556	0.214	0.556	0.487
congressional district	0.033	0.388	0.000	0.033
conjure up	0.519	0.154	0.519	0.030
conservative party	-0.417	0.392	-0.417	0.074
conspiracy theorist	-0.778	0.226	-0.750	-0.778
conspiracy theory	-0.750	0.286	-0.667	-0.750
constitutional law	0.758	0.466	-0.143	0.758
consumer protection	0.879	0.300	0.593	0.879
contact information	0.556	0.250	0.143	0.556
contact sport	0.208	0.334	0.208	0.061
contagious disease	-0.926	-0.414	-0.792	-0.926
continuing education	0.852	0.476	0.852	0.636
contrary to	-0.417	-0.206	-0.417	-0.194
control panel	-0.381	0.178	-0.381	0.100
convenience store	0.444	0.094	0.444	0.222
cookie dough	0.111	-0.234	0.010	0.111
cookie jar	0.810	0.032	0.810	0.455
cool air	-0.250	-0.138	-0.250	0.139
cool cat	0.417	-0.066	0.417	0.083
cool place	0.121	0.166	0.000	0.121
cool stuff	0.417	0.218	0.417	0.061
cool thing	0.524	-0.076	0.524	0.091
cool weather	-0.292	0.142	-0.292	0.056
cooped up	-0.458	-0.400	-0.458	-0.111
cop it	-0.567	-0.366	-0.417	-0.567
cop on	0.467	-0.284	-0.250	0.467
cop out	-0.636	-0.510	-0.542	-0.636
cop to	-0.472	-0.366	-0.429	-0.472
copy cat	-0.576	-0.282	-0.429	-0.576
copyright infringement	-0.788	0.108	-0.583	-0.788
coral snake	-0.833	0.214	-0.833	0.000
core group	0.857	0.072	0.857	0.733
corn dog	0.583	-0.250	0.583	0.067
corn field	0.500	-0.310	0.500	0.061
corporate tax	-0.583	0.354	-0.583	0.033
cost you	-0.444	-0.134	-0.444	-0.233
costume party	0.875	-0.190	0.875	0.111
cotton candy	0.889	-0.036	0.889	0.067
couch potato	-0.593	-0.276	-0.593	-0.222
cough syrup	-0.125	0.000	-0.125	0.121
cough up	-0.444	-0.196	-0.417	-0.444
coughing up	-0.381	-0.380	-0.381	-0.152
could hardly	-0.375	-0.178	-0.375	-0.030
count against	-0.593	-0.166	-0.542	-0.593
count out	-0.519	-0.206	-0.519	-0.250
country club	0.667	0.206	0.667	0.528
country music	0.619	0.204	0.619	0.519
county fair	0.952	-0.066	0.952	0.576
couple on	0.167	-0.206	0.167	0.000
couple with	0.519	0.064	0.519	0.091
court case	-0.524	0.068	-0.524	0.061
court room	0.694	0.080	-0.481	0.694
cover in	-0.083	0.108	0.048	-0.083
cover up	-0.733	0.064	-0.370	-0.733
cozy up	1.000	-0.130	1.000	0.000
crack cocaine	-1.000	-0.230	-0.857	-1.000
crack down	-0.667	0.100	-0.667	-0.375
crack on	0.556	0.072	0.556	-0.091
crank out	-0.133	0.172	-0.133	-0.091
crank up	-0.091	-0.100	0.083	-0.091
crap on	-0.750	-0.162	-0.750	-0.722
crap out	-0.700	-0.428	-0.571	-0.700
crap up	-0.905	-0.258	-0.708	-0.905
crash course	0.500	0.034	0.500	0.091
crash landing	-0.625	-1.000	-0.625	-0.242
crash out	-0.481	-0.592	-0.481	-0.167
crash test	-0.333	0.104	-0.333	0.333
crawl in	-0.292	-0.296	-0.292	0.000
crawling with	-0.417	-0.166	-0.417	0.000
crazy for	0.815	-0.142	0.815	-0.061
cream soda	0.593	-0.108	0.593	0.000
creative director	0.333	0.666	0.333	0.139
creative thinking	0.958	0.360	0.958	0.296
creative writing	0.875	0.258	0.875	0.111
credit card	0.556	0.223	0.000	0.556
credit union	0.815	0.414	0.722	0.815
creep in	-0.576	-0.334	-0.542	-0.576
creep up	-0.485	0.034	-0.125	-0.485
crime rate	-0.708	-0.178	-0.708	-0.250
crime scene	-0.875	-0.234	-0.875	-0.567
crime story	-0.625	-0.138	-0.625	-0.485
crime syndicate	-0.944	0.206	-0.944	-0.917
criminal activities	-1.000	-0.142	-1.000	-1.000
criminal court	-0.619	-0.064	-0.619	-0.303
criminal investigation	-0.667	0.366	-0.667	0.250
criminal law	0.667	0.206	-0.556	0.667
criminal negligence	-0.972	-0.200	-0.905	-0.972
criminal offence	-0.970	-0.366	-0.750	-0.970
criminal offense	-0.963	-0.064	-0.963	-0.916
criminal record	-0.939	-0.192	-0.708	-0.939
crisis management	0.667	0.448	-0.111	0.667
critical care	0.875	0.258	0.875	0.528
critical mass	-0.042	0.178	-0.042	-0.030
critical theory	-0.524	0.068	-0.524	0.000
critically ill	-0.619	-0.608	-0.619	0.148
crocodile tears	-0.939	-0.334	-0.667	-0.939
cross section	0.074	0.068	0.000	0.074
crossword puzzle	0.542	-0.034	0.542	0.061
crown jewel	0.606	0.284	0.333	0.606
crude oil	-0.481	0.112	-0.481	0.000
cruel joke	-0.762	-0.290	-0.762	-0.750
cruise ship	0.542	0.143	0.542	0.152
crunch time	0.167	-0.200	-0.083	0.167
crush on	0.792	0.000	0.792	0.000
cry baby	-0.625	-0.518	-0.625	-0.367
cry for	0.333	-0.766	0.333	-0.200
cry out	-0.056	-0.532	0.000	-0.056
cry over	0.714	-0.556	0.714	-0.139
cry wolf	-0.667	-0.434	-0.583	-0.667
crying wolf	-0.818	-0.406	-0.611	-0.818
crystal clear	0.963	0.226	0.133	0.963
crystal meth	-1.000	-0.100	-1.000	-1.000
cuddle up	0.958	-0.344	0.958	0.767
cup final	0.708	0.466	0.708	0.067
curl up	0.889	-0.300	0.889	0.028
current events	0.571	0.100	0.571	0.200
curse word	-0.722	-0.270	-0.667	-0.722
cursed with	-0.667	-0.434	-0.667	-0.467
curve ball	-0.042	0.000	-0.042	0.000
cuss out	-0.917	-0.134	-0.917	-0.694
customer care	0.905	0.206	0.905	0.630
customer relations	0.917	0.334	0.917	0.639
customer satisfaction	0.857	0.608	0.857	0.593
customer services	0.750	0.358	0.750	0.593
cut away	-0.667	-0.460	-0.667	0.000
cut back	-0.292	-0.166	-0.292	-0.061
cut corners	-0.767	-0.308	-0.542	-0.767
cut down	-0.583	-0.370	-0.375	-0.583
cut hair	0.152	-0.194	0.048	0.152
cut in	-0.485	-0.200	-0.370	-0.485
cut into	-0.375	-0.290	-0.375	-0.242
cut it	-0.095	0.000	-0.095	-0.067
cut off	-0.556	-0.500	-0.556	-0.407
cut one	-0.296	-0.062	-0.296	-0.259
cut out	-0.292	-0.242	-0.292	-0.121
cut short	-0.375	-0.612	-0.375	-0.091
cut ties	-0.857	0.000	-0.857	-0.359
cut to	-0.389	-0.234	-0.389	0.000
cut up	-0.542	-0.530	-0.542	-0.273
cutie pie	1.000	-0.366	1.000	0.273
cutting board	0.091	-0.105	0.000	0.091
cutting off	-0.630	-0.388	-0.630	-0.500
cutting out	-0.476	-0.334	-0.476	-0.400
daily double	0.148	0.192	0.148	0.030
daily life	0.524	0.172	0.524	0.333
damage control	0.222	0.276	0.222	-0.167
damage to	-0.524	-0.300	-0.524	-0.067
damaged goods	-0.708	-0.488	-0.708	-0.567
damn fool	-0.762	-0.434	-0.762	-0.727
damn it	-0.792	-0.100	-0.792	-0.694
dance around	0.542	0.172	0.542	-0.515
dance floor	1.000	0.310	1.000	0.030
dance music	0.963	0.166	0.963	0.128
dancing around	0.944	0.306	0.944	-0.333
danger zone	-0.667	-0.222	-0.667	-0.400
dangerous driving	-0.848	-0.034	-0.762	-0.848
dark ages	-0.667	-0.400	-0.667	-0.303
dark chocolate	0.238	-0.130	0.238	0.139
dark hair	0.083	-0.214	0.083	0.000
dark matter	-0.333	-0.032	-0.333	0.030
dark night	-0.542	-0.034	-0.542	-0.067
dark room	-0.619	-0.242	-0.619	-0.194
dark side	-0.733	-0.250	-0.704	-0.733
darn it	0.167	-0.226	0.167	-0.028
day camp	0.952	-0.104	0.952	0.639
day care	1.000	-0.034	1.000	0.697
day job	0.500	0.172	0.000	0.500
day off	0.792	-0.452	0.792	0.074
day out	0.952	0.026	0.952	0.056
day trip	0.963	0.286	0.963	0.167
daylight savings	0.042	0.234	0.042	0.000
dead air	-0.593	-0.380	-0.593	-0.212
dead asleep	-0.167	-0.674	-0.167	-0.056
dead beat	-0.792	-0.728	-0.792	-0.758
dead body	-1.000	-0.452	-1.000	0.000
dead end	-0.619	-0.592	-0.619	-0.200
dead fish	-0.952	-0.688	-0.952	-0.167
dead giveaway	-0.615	-0.652	-0.208	-0.615
dead last	-0.630	-0.960	-0.630	-0.152
dead man	-1.000	-0.612	-1.000	-0.056
dead on	0.879	-0.090	-0.125	0.879
dead person	-1.000	-0.700	-1.000	-0.167
dead right	0.704	-0.260	-0.167	0.704
dead set	-0.292	-0.482	-0.292	0.000
dead tired	-0.278	-0.548	-0.278	-0.091
dead weight	-0.762	-0.608	-0.762	-0.639
dead wrong	-0.750	-0.654	-0.667	-0.750
dead zone	-0.810	-0.594	-0.810	-0.100
deadbeat dad	-0.958	-0.646	-0.958	-0.917
deal breaker	-0.389	-0.166	-0.333	-0.389
death certificate	-0.905	-0.162	-0.905	0.815
death grip	-0.667	-0.344	-0.667	-0.375
death penalty	-0.762	-0.500	-0.762	-0.296
death rate	-0.750	-0.434	-0.750	-0.148
death row	-0.963	-0.612	-0.963	-0.727
death sentence	-1.000	-0.084	-1.000	-0.148
death spiral	-0.792	-0.586	-0.792	-0.233
death threat	-1.000	-0.234	-1.000	-0.933
death toll	-0.889	-0.414	-0.889	-0.100
death trap	-1.000	-0.276	-0.926	-1.000
death valley	-0.750	-0.452	-0.750	-0.061
death wish	-0.917	-0.566	-0.917	-0.733
death's door	-0.958	-0.500	-0.958	-0.200
debate over	0.190	-0.226	0.190	0.000
debt ceiling	-0.593	-0.354	-0.593	-0.467
debt limit	-0.524	0.068	-0.524	0.000
decide on	0.545	0.200	0.190	0.545
decision maker	0.583	0.584	0.381	0.583
decision making	0.639	0.604	0.292	0.639
decline in	-0.542	-0.420	-0.542	-0.182
dedicate to	0.958	0.500	0.958	0.630
deep down	0.400	-0.034	0.167	0.400
deep end	-0.083	-0.108	-0.083	0.000
deep fryer	-0.133	0.000	-0.133	0.000
deep inside	0.333	0.072	0.333	0.000
deep red	0.444	0.096	0.444	0.030
deep sleep	0.033	-0.310	0.000	0.033
deep south	0.778	0.104	0.778	0.100
deep space	-0.750	0.000	-0.750	0.037
default on	-0.727	-0.234	-0.583	-0.727
defer to	0.750	-0.200	0.750	0.576
deficit spending	-0.542	-0.266	-0.542	-0.500
defining moment	0.625	0.448	0.625	0.152
delight in	0.833	0.178	0.833	0.242
delta wave	-0.208	0.162	-0.208	0.033
democratic party	0.619	0.500	0.619	0.042
dental care	0.852	0.172	0.333	0.852
dental floss	0.000	-0.192	0.000	0.000
dental surgery	0.733	-0.064	-0.481	0.733
depend upon	0.905	-0.194	0.875	0.905
desert island	-0.619	-0.034	-0.619	0.030
deserving of	0.810	0.342	0.810	0.697
design work	0.467	0.000	0.375	0.467
desk chair	0.167	0.034	0.000	0.167
desk job	0.242	-0.138	-0.125	0.242
desperate for	-0.481	-0.218	-0.167	-0.481
detective work	0.697	0.410	-0.125	0.697
determining factor	0.636	0.250	0.000	0.636
detract from	-0.500	-0.376	-0.500	-0.364
developing countries	0.619	0.400	0.619	0.000
devil's advocate	-0.444	-0.354	-0.444	-0.182
devoid of	-0.667	-0.452	-0.667	-0.303
diamond ring	0.952	0.500	0.815	0.952
diaper bag	0.905	-0.058	0.905	0.048
dibs on	0.792	-0.032	0.792	0.100
dictate to	-0.625	0.414	-0.625	-0.367
dictionary definition	0.667	-0.104	0.000	0.667
did good	0.958	0.406	0.958	0.800
die down	-0.133	-0.620	-0.133	-0.091
die for	0.917	-0.380	0.810	0.917
die hard	0.487	-0.194	-0.125	0.487
die laughing	0.333	-0.552	0.333	0.083
die of	-0.714	-0.718	-0.714	-0.037
die off	-0.667	-0.656	-0.667	-0.111
die out	-0.619	-0.678	-0.619	-0.152
dig deep	0.545	0.072	0.167	0.545
dig in	0.333	-0.142	0.333	0.000
dig out	0.083	-0.242	0.083	-0.077
dig up	-0.250	-0.068	-0.167	-0.250
digging up	-0.444	-0.186	-0.444	-0.250
dim sum	0.952	-0.172	0.952	0.083
diminishing returns	-0.375	-0.178	-0.375	-0.111
dining table	1.000	-0.096	1.000	0.515
dinner party	1.000	-0.034	1.000	0.000
dinner table	0.952	-0.206	0.952	0.091
dinner time	0.905	0.068	0.905	0.100
dip into	0.481	-0.040	0.481	-0.100
dip out	-0.545	-0.200	-0.370	-0.545
direct access	0.292	0.452	0.292	0.267
direct deposit	0.694	0.466	0.125	0.694
direct result	0.167	0.388	0.000	0.167
dirt bag	-0.958	-0.392	-0.958	-0.939
dirt bike	0.200	-0.068	0.200	-0.030
dirt cheap	-0.143	-0.464	-0.143	-0.133
dirt road	-0.208	-0.468	-0.208	0.056
dirty laundry	-0.606	-0.592	-0.542	-0.606
dirty money	-0.970	-0.428	-0.875	-0.970
dirty word	-0.778	-0.574	-0.778	-0.741
dirty work	-0.697	-0.172	-0.542	-0.697
disagree with	-0.417	-0.334	-0.417	-0.111
disappointed with	-0.606	-0.464	-0.444	-0.606
discourse on	0.333	0.086	0.333	0.133
dish out	0.208	-0.250	0.208	0.030
dish soap	0.381	-0.148	0.381	0.185
disposable income	0.111	-0.482	0.000	0.111
dispose of	-0.593	-0.366	-0.593	-0.242
district attorney	0.636	0.188	-0.292	0.636
district court	0.741	0.566	0.048	0.741
